NACA4418, hinge = 0.700000, def angle = -35.000000
0.916320 -0.180111
0.916303 -0.179774
0.916249 -0.178765
0.916154 -0.177087
0.916006 -0.174744
0.915792 -0.171743
0.915496 -0.168093
0.915097 -0.163806
0.914569 -0.158893
0.913887 -0.153372
0.913020 -0.147261
0.911936 -0.140582
0.910600 -0.133357
0.908976 -0.125616
0.907025 -0.117387
0.904709 -0.108706
0.901987 -0.099610
0.898821 -0.090140
0.895170 -0.080342
0.890997 -0.070262
0.886265 -0.059955
0.880938 -0.049475
0.874984 -0.038883
0.868374 -0.028242
0.861083 -0.017617
0.853088 -0.007079
0.844374 0.003301
0.834927 0.013448
0.824743 0.023287
0.813821 0.032740
0.802167 0.041728
0.789795 0.050173
0.776723 0.057996
0.762978 0.065119
0.748594 0.071468
0.733611 0.076969
0.718078 0.081550
0.702226 0.085140
0.687669 0.088178
0.672914 0.091161
0.657974 0.094081
0.642865 0.096931
0.627600 0.099704
0.612196 0.102393
0.596667 0.104991
0.581030 0.107490
0.565299 0.109884
0.549491 0.112166
0.533622 0.114331
0.517707 0.116370
0.501764 0.118280
0.485809 0.120052
0.469858 0.121683
0.453928 0.123166
0.438036 0.124496
0.422198 0.125668
0.406431 0.126679
0.390531 0.127511
0.374581 0.128111
0.358750 0.128469
0.343057 0.128586
0.327521 0.128461
0.312161 0.128094
0.296994 0.127487
0.282040 0.126641
0.267316 0.125560
0.252839 0.124246
0.238628 0.122705
0.224699 0.120941
0.211069 0.118960
0.197754 0.116769
0.184769 0.114373
0.172130 0.111782
0.159852 0.109004
0.147948 0.106047
0.136432 0.102920
0.125317 0.099634
0.114614 0.096199
0.104336 0.092625
0.094493 0.088924
0.085095 0.085105
0.076151 0.081181
0.067670 0.077162
0.059661 0.073060
0.052129 0.068885
0.045083 0.064650
0.038527 0.060363
0.032467 0.056037
0.026908 0.051681
0.021852 0.047305
0.017304 0.042918
0.013266 0.038528
0.009740 0.034144
0.006727 0.029772
0.004227 0.025421
0.002242 0.021095
0.000771 0.016800
-0.000187 0.012540
-0.000634 0.008318
-0.000570 0.004138
0.000000 0.000000
0.001064 -0.004039
0.002607 -0.007924
0.004625 -0.011655
0.007114 -0.015231
0.010069 -0.018652
0.013485 -0.021918
0.017357 -0.025028
0.021677 -0.027984
0.026440 -0.030784
0.031639 -0.033428
0.037267 -0.035918
0.043316 -0.038253
0.049778 -0.040434
0.056646 -0.042461
0.063910 -0.044336
0.071564 -0.046059
0.079597 -0.047632
0.088002 -0.049057
0.096769 -0.050334
0.105888 -0.051468
0.115352 -0.052459
0.125151 -0.053311
0.135275 -0.054027
0.145715 -0.054610
0.156461 -0.055065
0.167505 -0.055395
0.178836 -0.055605
0.190446 -0.055700
0.202324 -0.055685
0.214461 -0.055566
0.226848 -0.055348
0.239474 -0.055039
0.252330 -0.054644
0.265407 -0.054170
0.278694 -0.053624
0.292181 -0.053013
0.305858 -0.052345
0.319715 -0.051627
0.333741 -0.050867
0.347926 -0.050072
0.362259 -0.049249
0.376729 -0.048407
0.391325 -0.047553
0.406188 -0.046688
0.421368 -0.045774
0.436631 -0.044806
0.451964 -0.043789
0.467351 -0.042729
0.482780 -0.041631
0.498236 -0.040502
0.513703 -0.039346
0.529169 -0.038167
0.544617 -0.036972
0.560034 -0.035764
0.575405 -0.034548
0.590714 -0.033327
0.605947 -0.032107
0.621090 -0.030889
0.636126 -0.029677
0.651043 -0.028475
0.665824 -0.027285
0.680455 -0.026110
0.694922 -0.024951
0.707639 -0.024055
0.720050 -0.024012
0.732275 -0.024800
0.744265 -0.026380
0.755970 -0.028706
0.767350 -0.031729
0.778366 -0.035398
0.788985 -0.039659
0.799179 -0.044456
0.808925 -0.049729
0.818204 -0.055420
0.827003 -0.061469
0.835312 -0.067817
0.843127 -0.074405
0.850447 -0.081172
0.857275 -0.088063
0.863618 -0.095020
0.869485 -0.101990
0.874888 -0.108920
0.879844 -0.115761
0.884367 -0.122464
0.888478 -0.128984
0.892194 -0.135279
0.895538 -0.141309
0.898528 -0.147038
0.901186 -0.152431
0.903533 -0.157458
0.905589 -0.162089
0.907371 -0.166300
0.908899 -0.170069
0.910188 -0.173374
0.911253 -0.176199
0.912106 -0.178530
0.912758 -0.180355
0.913218 -0.181665
0.913492 -0.182454
0.913582 -0.182717
